,date,A0_Latitude,A0_Longitude,A1_Latitude,A1_Longitude,A2_Latitude,A2_Longitude,A3_Latitude,A3_Longitude,A4_Latitude,A4_Longitude,A5_Latitude,A5_Longitude
0,2019-07-01 00:00:00,-1.210684710913,36.8871615033881,-1.39570413032209,36.9408923366008,-1.28882751064642,36.8195658033086,-1.29099351062532,36.828092303302995,36.828092303302995,36.828092303302995,36.828092303302995,36.828092303302995
1,2019-07-01 03:00:00,-1.2197405220788315,36.87145585081333,-2.01646010673929,37.3775152021796,-1.2809135353118855,36.792515514600886,-1.42518156128274,36.96758551099807,-1.3266476627899702,36.892035231235994,-0.941273512513973,36.619534503823104
2,2019-07-01 06:00:00,-2.0693059397481317,37.457101535416015,-1.2611581831194187,36.772508520749334,-1.288940950835444,36.84638350827644,-1.3826810949505024,36.94074260539367,-1.0686726098681143,36.9867632122156,-1.2066041501967528,36.67532615707956
3,2019-07-01 09:00:00,-1.231009144440505,36.68263662298787,-1.2738213638553277,36.81607678220731,-2.0798751063499,37.4730188020633,-1.3789121118455472,36.930433853502755,-0.669596887768984,37.20045270399329,-1.028575242622224,37.01873066254026
4,2019-07-01 12:00:00,-1.3351156344994342,36.87487732030725,-2.109372556286925,37.4269294020427,-1.12248701118581,36.98657060347085,-1.2820622637259258,36.78764403538548,-1.2540750498293722,36.86705521195051,-1.14923796102426,36.6670427033374
5,2019-07-01 15:00:00,-1.1402896528347624,36.95756020865534,-1.3313757242737032,36.87913703298535,-2.0798751063499,37.4730188020633,-1.0112125121913462,36.61676880373304,-2.10000000719573,36.750000002297604,-1.2653815093431036,36.809965840962626
6,2019-07-01 18:00:00,-1.205054718839227,36.91655602815995,-1.296625622580153,36.84664906105685,-1.4295100089202195,37.646570002844,-1.08210296184117,36.6318317536362,-1.4912238373470699,37.057248948841,-1.2498358444222961,36.71421475503454
7,2019-07-01 21:00:00,-1.32126142920718,36.824250631521394,-1.1751929173750666,36.9559135875671,-1.24014101096496,36.745458003389295,-1.3455852569981799,36.89793065676745,-1.24093926210637,36.870083760305945,-1.279014407853292,36.82762344821662
8,2019-07-02 00:00:00,-1.210684710913,36.8871615033881,-1.39570413032209,36.9408923366008,-1.28882751064642,36.8195658033086,-1.29099351062532,36.828092303302995,36.828092303302995,36.828092303302995,36.828092303302995,36.828092303302995
9,2019-07-02 03:00:00,-1.2197405220788315,36.87145585081333,-2.01646010673929,37.3775152021796,-1.2809135353118855,36.792515514600886,-1.42518156128274,36.96758551099807,-1.3266476627899702,36.892035231235994,-0.941273512513973,36.619534503823104
10,2019-07-02 06:00:00,-2.0693059397481317,37.457101535416015,-1.2611581831194187,36.772508520749334,-1.288940950835444,36.84638350827644,-1.3826810949505024,36.94074260539367,-1.0686726098681143,36.9867632122156,-1.2066041501967528,36.67532615707956
11,2019-07-02 09:00:00,-1.231009144440505,36.68263662298787,-1.2738213638553277,36.81607678220731,-2.0798751063499,37.4730188020633,-1.3789121118455472,36.930433853502755,-0.669596887768984,37.20045270399329,-1.028575242622224,37.01873066254026
12,2019-07-02 12:00:00,-1.3351156344994342,36.87487732030725,-2.109372556286925,37.4269294020427,-1.12248701118581,36.98657060347085,-1.2820622637259258,36.78764403538548,-1.2540750498293722,36.86705521195051,-1.14923796102426,36.6670427033374
13,2019-07-02 15:00:00,-1.1402896528347624,36.95756020865534,-1.3313757242737032,36.87913703298535,-2.0798751063499,37.4730188020633,-1.0112125121913462,36.61676880373304,-2.10000000719573,36.750000002297604,-1.2653815093431036,36.809965840962626
14,2019-07-02 18:00:00,-1.205054718839227,36.91655602815995,-1.296625622580153,36.84664906105685,-1.4295100089202195,37.646570002844,-1.08210296184117,36.6318317536362,-1.4912238373470699,37.057248948841,-1.2498358444222961,36.71421475503454
15,2019-07-02 21:00:00,-1.32126142920718,36.824250631521394,-1.1751929173750666,36.9559135875671,-1.24014101096496,36.745458003389295,-1.3455852569981799,36.89793065676745,-1.24093926210637,36.870083760305945,-1.279014407853292,36.82762344821662
